gene name,description,gene id,protein id,GO general category
ALKBH1,"alkB, alkylation repair homolog 1 (E. coli) [Source:HGNC Symbol;Acc:17911]",ENSG00000100601,ENSP00000216489,"GO:0005515,GO:0070579,GO:0042056,GO:0003906,GO:0008198,GO:0005739,GO:0005719,GO:0010468,GO:0030154,GO:0050918,GO:0001890,GO:0001764,GO:0055114,GO:0006281,GO:0001701,GO:0048589,GO:0043524,GO:0042245,GO:0031175,GO:0080111,GO:0070989,GO:0006307"
ZCCHC17,"zinc finger, CCHC domain containing 17 [Source:HGNC Symbol;Acc:30246]",ENSG00000121766,ENSP00000444742,"GO:0003723,GO:0008270,GO:0003676,GO:0005515,GO:0005730,GO:0022625"
MRPL49,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:1176],ENSG00000149792,ENSP00000279242,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0005515,GO:0005739,GO:0005761"
RPL18,ribosomal protein L18 [Source:HGNC Symbol;Acc:10310],ENSG00000063177,ENSP00000447001,"GO:0003735,GO:0005840,GO:0006412,GO:0003723,GO:0005829,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RPS4X,"ribosomal protein S4, X-linked [Source:HGNC Symbol;Acc:10424]",ENSG00000198034,ENSP00000362744,"GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0019843,GO:0005829,GO:0005622,GO:0022627,GO:0030529,GO:0015935,GO:0005844,GO:0007275,GO:0008284,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0045727,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RPS4Y1,"ribosomal protein S4, Y-linked 1 [Source:HGNC Symbol;Acc:10425]",ENSG00000129824,ENSP00000250784,"GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0019843,GO:0005829,GO:0022627,GO:0005844,GO:0007275,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RPS4Y2,"ribosomal protein S4, Y-linked 2 [Source:HGNC Symbol;Acc:18501]",ENSG00000157828,ENSP00000288666,"GO:0003723,GO:0003735,GO:0019843,GO:0005622,GO:0005840,GO:0006412"
NOP14,NOP14 nucleolar protein [Source:HGNC Symbol;Acc:16821],ENSG00000087269,ENSP00000405068,"GO:0030515,GO:0005739,GO:0005730,GO:0032040,GO:0030686,GO:0030692,GO:0006364,GO:0000447,GO:0000472,GO:0000480,GO:0042274,GO:0000462"
KRR1,"KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:5176]",ENSG00000111615,ENSP00000411740,"GO:0003723,GO:0005515,GO:0005634,GO:0005737,GO:0005730,GO:0030529,GO:0006364"
NCL,nucleolin [Source:HGNC Symbol;Acc:7667],ENSG00000115053,ENSP00000318195,"GO:0005730,GO:0005654,GO:0005488,GO:0000166,GO:0003676,GO:0005515,GO:0003723,GO:0042802,GO:0008022,GO:0042162,GO:0005634,GO:0005938,GO:0030529,GO:0001525"
PRPF18,PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17351],ENSG00000165630,ENSP00000367835,"GO:0008380,GO:0005681,GO:0019870,GO:0005634,GO:0016607,GO:0006397"
C1D,C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:29911],ENSG00000197223,ENSP00000386468,"GO:0003723,GO:0003714,GO:0005515,GO:0003677,GO:0016922,GO:0005634,GO:0005739,GO:0005730,GO:0017053,GO:0000176,GO:0006351,GO:0006915,GO:0045892,GO:0000460"
ADAT3,"adenosine deaminase, tRNA-specific 3 [Source:HGNC Symbol;Acc:25151]",ENSG00000213638,ENSP00000473571,"GO:0008270,GO:0003824,GO:0016787,GO:0008033"
UTP20,"UTP20, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:17897]",ENSG00000120800,ENSP00000261637,"GO:0005488,GO:0005515,GO:0005737,GO:0005730,GO:0005654,GO:0032040,GO:0030688,GO:0030686,GO:0008285,GO:0006364,GO:0000447,GO:0000472,GO:0000480"
SNIP1,Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:30587],ENSG00000163877,ENSP00000296215,"GO:0005515,GO:0005634,GO:0005737,GO:0006355,GO:0007249,GO:0035196"
GUF1,GUF1 GTPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25799],ENSG00000151806,ENSP00000281543,"GO:0005525,GO:0003924,GO:0005739,GO:0005743,GO:0007264,GO:0006412"
GCFC2,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:1317],ENSG00000005436,ENSP00000318690,"GO:0003700,GO:0003677,GO:0005634,GO:0006355,GO:0006351,GO:0045892"
UTP6,"UTP6, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:18279]",ENSG00000108651,ENSP00000261708,"GO:0005622,GO:0005730,GO:0006364,GO:0006396"
SRSF1,serine/arginine-rich splicing factor 1 [Source:HGNC Symbol;Acc:10780],ENSG00000136450,ENSP00000258962,"GO:0005515,GO:0000166,GO:0003723,GO:0003676,GO:0050733,GO:0005634,GO:0005737,GO:0005654,GO:0016607,GO:0035145,GO:0071013,GO:0006366,GO:0010467,GO:0006397,GO:0008380,GO:0001701,GO:0000398,GO:0006376,GO:0006406,GO:0060048,GO:0031124,GO:0006369,GO:0000395"
SRSF3,serine/arginine-rich splicing factor 3 [Source:HGNC Symbol;Acc:10785],ENSG00000112081,ENSP00000344762,"GO:0000166,GO:0003676,GO:0003723,GO:0005515,GO:0043274,GO:0005654,GO:0016607,GO:0006366,GO:0010467,GO:0008380,GO:0000398,GO:0006406,GO:0031124,GO:0006369"
SRSF4,serine/arginine-rich splicing factor 4 [Source:HGNC Symbol;Acc:10786],ENSG00000116350,ENSP00000362900,"GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0005654,GO:0016607,GO:0006366,GO:0010467,GO:0006397,GO:0008380,GO:0000398,GO:0006406,GO:0031124,GO:0048025,GO:0000375,GO:0006369"
SRSF5,serine/arginine-rich splicing factor 5 [Source:HGNC Symbol;Acc:10787],ENSG00000100650,ENSP00000451391,"GO:0000166,GO:0003676,GO:0050733,GO:0005634,GO:0005737,GO:0005730,GO:0016607,GO:0009611,GO:0051726,GO:0003723,GO:0005515,GO:0005654,GO:0006366,GO:0010467,GO:0006397,GO:0008380,GO:0000398,GO:0006376,GO:0006406,GO:0031124,GO:0006369"
SRSF6,serine/arginine-rich splicing factor 6 [Source:HGNC Symbol;Acc:10788],ENSG00000124193,ENSP00000244020,"GO:0000166,GO:0003723,GO:0003676,GO:0005634,GO:0005654,GO:0006366,GO:0010467,GO:0008380,GO:0000381,GO:0000398,GO:0006376,GO:0060548,GO:0006406,GO:0031124,GO:0048025,GO:0060501,GO:0006369"
SRSF7,serine/arginine-rich splicing factor 7 [Source:HGNC Symbol;Acc:10789],ENSG00000115875,ENSP00000386806,"GO:0000166,GO:0003723,GO:0005515,GO:0008270,GO:0003676,GO:0005634,GO:0005654,GO:0006366,GO:0010467,GO:0006397,GO:0008380,GO:0000398,GO:0006406,GO:0031124,GO:0048025,GO:0006369"
SRSF9,serine/arginine-rich splicing factor 9 [Source:HGNC Symbol;Acc:10791],ENSG00000111786,ENSP00000229390,"GO:0003676,GO:0000166,GO:0003723,GO:0005515,GO:0005634,GO:0005730,GO:0005654,GO:0006366,GO:0010467,GO:0006397,GO:0008380,GO:0000398,GO:0006376,GO:0006406,GO:0031124,GO:0048025,GO:0006369"
USB1,U6 snRNA biogenesis 1 [Source:HGNC Symbol;Acc:25792],ENSG00000103005,ENSP00000457322,"GO:0004518,GO:0034477,GO:0000175,GO:0005634,GO:0006397,GO:0008380"
NOL6,nucleolar protein family 6 (RNA-associated) [Source:HGNC Symbol;Acc:19910],ENSG00000165271,ENSP00000368783,"GO:0003723,GO:0005730,GO:0000794,GO:0006364"
PPIE,peptidylprolyl isomerase E (cyclophilin E) [Source:HGNC Symbol;Acc:9258],ENSG00000084072,ENSP00000361918,"GO:0000166,GO:0003723,GO:0005515,GO:0003676,GO:0003755,GO:0016018,GO:0005634,GO:0071013,GO:0006457,GO:0006355,GO:0000398,GO:0045070,GO:0000413"
RRBP1,ribosome binding protein 1 homolog 180kDa (dog) [Source:HGNC Symbol;Acc:10448],ENSG00000125844,ENSP00000367038,"GO:0005783,GO:0004872,GO:0030176,GO:0005840,GO:0015031,GO:0006412,GO:0007165"
SUZ12,SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:17101],ENSG00000178691,ENSP00000316578,"GO:0005515,GO:0046872,GO:0035064,GO:0043565,GO:0003682,GO:0042054,GO:0005634,GO:0035098,GO:0001739,GO:0016571,GO:0000122,GO:0006351,GO:0008284,GO:0045596,GO:0016574"
TERT,telomerase reverse transcriptase [Source:HGNC Symbol;Acc:11730],ENSG00000164362,ENSP00000309572,"GO:0003723,GO:0005515,GO:0042803,GO:0046872,GO:0042162,GO:0003964,GO:0003720,GO:0003721,GO:0070034,GO:0005737,GO:0005730,GO:0016605,GO:0005654,GO:0000781,GO:0000783,GO:0005697,GO:0000723,GO:2001240,GO:0090399,GO:0007004,GO:0022616,GO:0032203,GO:0006278,GO:0005634"
MSL3,male-specific lethal 3 homolog (Drosophila) [Source:HGNC Symbol;Acc:7370],ENSG00000005302,ENSP00000312244,"GO:0005634,GO:0003700,GO:0003677,GO:0035064,GO:0072487,GO:0007275,GO:0006366,GO:0043984"
BICC1,bicaudal C homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19351],ENSG00000122870,ENSP00000362993,"GO:0003723,GO:0005515,GO:0005737,GO:0007275,GO:0090090"
MRPS16,mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:14048],ENSG00000182180,ENSP00000362031,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0005515,GO:0005739,GO:0005763"
RBMX2,"RNA binding motif protein, X-linked 2 [Source:HGNC Symbol;Acc:24282]",ENSG00000134597,ENSP00000339090,"GO:0000166,GO:0003723,GO:0005515,GO:0003676"
MRPL40,mitochondrial ribosomal protein L40 [Source:HGNC Symbol;Acc:14491],ENSG00000185608,ENSP00000333401,"GO:0005739,GO:0005634,GO:0005761,GO:0009653"
ISG20,interferon stimulated exonuclease gene 20kDa [Source:HGNC Symbol;Acc:6130],ENSG00000172183,ENSP00000306565,"GO:0003676,GO:0004527,GO:0046872,GO:0000175,GO:0008310,GO:0008859,GO:0030619,GO:0030620,GO:0034511,GO:0005634,GO:0005737,GO:0005730,GO:0016605,GO:0005654,GO:0015030,GO:0008283,GO:0009615,GO:0045071,GO:0006364,GO:0019221,GO:0051607,GO:0006401,GO:0060337,GO:0000738"
ISG20L2,interferon stimulated exonuclease gene 20kDa-like 2 [Source:HGNC Symbol;Acc:25745],ENSG00000143319,ENSP00000323424,"GO:0005515,GO:0003676,GO:0004527,GO:0005634,GO:0043231,GO:0005730,GO:0042254"
AEN,apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:25722],ENSG00000181026,ENSP00000453631,"GO:0003676,GO:0004527,GO:0005634,GO:0005730,GO:0005654,GO:0010212,GO:0042771"
REXO4,"REX4, RNA exonuclease 4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:12820]",ENSG00000148300,ENSP00000361010,"GO:0003700,GO:0003676,GO:0004527,GO:0005634,GO:0005730,GO:0006355"
TGS1,trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:17843],ENSG00000137574,ENSP00000260129,"GO:0005515,GO:0016740,GO:0008168,GO:0071164,GO:0005634,GO:0005737,GO:0005829,GO:0005654,GO:0030532,GO:0015030,GO:0006351,GO:0044255,GO:0044281,GO:0006355,GO:0010467,GO:0016070,GO:0001510,GO:0000387,GO:0034660,GO:0009452,GO:0022613,GO:0036261,GO:0071167"
ZC3H4,zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:17808],ENSG00000130749,ENSP00000469684,GO:0046872
ZC3H6,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:24762],ENSG00000188177,ENSP00000386764,GO:0046872
ZC3H8,zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:30941],ENSG00000144161,ENSP00000386488,"GO:0003723,GO:0003700,GO:0046872,GO:0043565,GO:0005634,GO:0006351,GO:0006915,GO:0045892,GO:0046677,GO:0043029,GO:0070245,GO:0033085"
RPL27A,ribosomal protein L27a [Source:HGNC Symbol;Acc:10329],ENSG00000166441,ENSP00000431565,"GO:0003735,GO:0005840,GO:0006412,GO:0003723,GO:0005515,GO:0005829,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RPS19,ribosomal protein S19 [Source:HGNC Symbol;Acc:10402],ENSG00000105372,ENSP00000470972,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0005515,GO:0042803,GO:0019901,GO:0017134,GO:0005737,GO:0005829,GO:0005730,GO:0022627,GO:0051272,GO:0000028,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0006364,GO:0030218,GO:0051262,GO:0007000,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0002548,GO:0000184,GO:0060266,GO:0006415,GO:0019083,GO:0042274,GO:0060265,GO:0000462,GO:0009991,GO:0030490"
SYF2,"SYF2 homolog, RNA splicing factor (S. cerevisiae) [Source:HGNC Symbol;Acc:19824]",ENSG00000117614,ENSP00000236273,"GO:0005634,GO:0071013,GO:0001701,GO:0000398,GO:0007369,GO:0000075,GO:0048568"
TFB1M,"transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:17037]",ENSG00000029639,ENSP00000356134,"GO:0003723,GO:0005515,GO:0003677,GO:0000179,GO:0008649,GO:0005739,GO:0042645,GO:0006351,GO:0006355,GO:0000154"
DIMT1,DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30217],ENSG00000086189,ENSP00000199320,"GO:0016740,GO:0008168,GO:0000179,GO:0008649,GO:0008152,GO:0000154,GO:0003723,GO:0016433,GO:0052909,GO:0005730,GO:0006364"
TSEN34,tRNA splicing endonuclease 34 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:15506],ENSG00000170892,ENSP00000379667,"GO:0003676,GO:0000213,GO:0005730,GO:0000214,GO:0006397,GO:0006388,GO:0000379,GO:0005515"
DCAF13,DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:24535],ENSG00000164934,ENSP00000297579,"GO:0005515,GO:0005730,GO:0030529,GO:0080008,GO:0016567,GO:0006364"
RPL9,ribosomal protein L9 [Source:HGNC Symbol;Acc:10369],ENSG00000163682,ENSP00000400467,"GO:0003735,GO:0019843,GO:0005840,GO:0006412,GO:0005737,GO:0005730,GO:0003723,GO:0005829,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
ARHGEF28,Rho guanine nucleotide exchange factor (GEF) 28 [Source:HGNC Symbol;Acc:30322] [Type: protein coding Ensembl/Havana merge],ENSG00000214944,ENSP00000441913,"GO:0003723,GO:0046872,GO:0005089,GO:0005886,GO:0005737,GO:0015630,GO:0030154,GO:0035023,GO:0035556,GO:0021955,GO:0060052,GO:0005515"
AC004381.6,Putative RNA exonuclease NEF-sp  [Source:UniProtKB/Swiss-Prot;Acc:Q96IC2],ENSG00000005189,ENSP00000261377,"GO:0000166,GO:0003723,GO:0003676,GO:0004527,GO:0005730"
EIF4H,eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:12741],ENSG00000263344,ENSP00000458302,"GO:0000166,GO:0003723,GO:0005515,GO:0003676,GO:0003743,GO:0008135,GO:0005829,GO:0048471,GO:0016281,GO:0006412,GO:0010467,GO:0048589,GO:0006446,GO:0044267,GO:0019953,GO:0019048,GO:0006413"
EIF4B,eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:3285],ENSG00000063046,ENSP00000450324,"GO:0000166,GO:0003676,GO:0003743,GO:0003723,GO:0005515,GO:0005829,GO:0016281,GO:0006412,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000289,GO:0008286,GO:0006446,GO:0044267,GO:0006413"
DDX54,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 [Source:HGNC Symbol;Acc:20084],ENSG00000123064,ENSP00000323858,"GO:0005524,GO:0003676,GO:0003677,GO:0008026,GO:0016787,GO:0003723,GO:0016818,GO:0005634,GO:0003714,GO:0030331,GO:0005102,GO:0004386,GO:0004004,GO:0005730,GO:0006351,GO:0006355,GO:0016070,GO:0006396,GO:0030520"
MRPS36,mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:16631],ENSG00000134056,ENSP00000256441,"GO:0003735,GO:0005739,GO:0005763,GO:0006412"
PRPF40A,PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:16463],ENSG00000196504,ENSP00000386458,"GO:0005515,GO:0005634,GO:0070064,GO:0016363,GO:0016607,GO:0007010,GO:0051301,GO:0007049,GO:0006397,GO:0008380,GO:0008360,GO:0016477,GO:0032465"
PRPF40B,PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:25031],ENSG00000110844,ENSP00000448073,"GO:0005515,GO:0016607,GO:0006397,GO:0008380"
EIF3L,eukaryotic translation initiation factor 3 subunit L isoform 2  [Source:RefSeq peptide;Acc:NP_001229852],ENSG00000100129,ENSP00000416892,"GO:0003743,GO:0005737,GO:0005852,GO:0005654,GO:0001650,GO:0016282,GO:0033290,GO:0001731,GO:0006446,GO:0005515,GO:0006413,GO:0005730"
NOL8,nucleolar protein 8 [Source:HGNC Symbol;Acc:23387],ENSG00000198000,ENSP00000401177,"GO:0000166,GO:0003723,GO:0005515,GO:0005634,GO:0005737,GO:0005730,GO:0006260,GO:0006364,GO:0030307,GO:0003676"
MTO1,mitochondrial translation optimization 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:19261],ENSG00000135297,ENSP00000359323,"GO:0050660,GO:0008033,GO:0016491,GO:0055114,GO:0005739,GO:0070899,GO:0002098"
PSMA1,"proteasome (prosome, macropain) subunit, alpha type, 1 [Source:HGNC Symbol;Acc:9530]",ENSG00000129084,ENSP00000414359,"GO:0004298,GO:0004175,GO:0005634,GO:0005737,GO:0005839,GO:0019773,GO:0006511,GO:0051603,GO:0003723,GO:0005515,GO:0001530,GO:0005829,GO:0005654,GO:0005813,GO:0000502,GO:0005844,GO:0006915,GO:0042981,GO:0043066,GO:0044281,GO:0000209,GO:0002474,GO:0000278,GO:0016032,GO:0002479,GO:0006521,GO:0006977,GO:0010467,GO:0016070,GO:0016071,GO:0031145,GO:0034641,GO:0042590,GO:0051437,GO:0051439,GO:0000082,GO:0002862,GO:0051436"
HTATSF1,HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:5276],ENSG00000102241,ENSP00000218364,"GO:0000166,GO:0003723,GO:0003676,GO:0005634,GO:0006351,GO:0006357,GO:0019079,GO:0032784"
FTSJ1,FtsJ RNA methyltransferase homolog 1 (E. coli) [Source:HGNC Symbol;Acc:13254],ENSG00000269875,ENSP00000471096,"GO:0008168,GO:0001510,GO:0032259,GO:0008175,GO:0005737"
LAS1L,LAS1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:25726],ENSG00000001497,ENSP00000308649,"GO:0005634,GO:0005737,GO:0071339,GO:0006364"
POP1,"processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:30129]",ENSG00000104356,ENSP00000385787,"GO:0005515,GO:0004526,GO:0000171,GO:0000172,GO:0005655,GO:0006396,GO:0001682,GO:0016078"
DZIP3,"DAZ interacting protein 3, zinc finger [Source:HGNC Symbol;Acc:30938]",ENSG00000198919,ENSP00000355028,"GO:0003723,GO:0005515,GO:0008270,GO:0046872,GO:0004842,GO:0019902,GO:0031593,GO:0005737,GO:0000209"
DGCR14,DiGeorge syndrome critical region gene 14 [Source:HGNC Symbol;Acc:16817] ,ENSG00000100056,ENSP00000252137,"GO:0005515,GO:0005634,GO:0071013,GO:0007399,GO:0000398"
CDK9,cyclin-dependent kinase 9 [Source:HGNC Symbol;Acc:1780],ENSG00000136807,ENSP00000362361,"GO:0005515,GO:0005524,GO:0003677,GO:0004672,GO:0003682,GO:0004713,GO:0044212,GO:0004693,GO:0016772,GO:0017069,GO:0008353,GO:0005634,GO:0005737,GO:0043231,GO:0016605,GO:0005654,GO:0008023,GO:0008024,GO:0006351,GO:0008283,GO:0045944,GO:0006366,GO:0006281,GO:0016032,GO:0010467,GO:0006468,GO:0006367,GO:0071157,GO:0007179,GO:0071345,GO:0006368,GO:0050434,GO:0006282,GO:0031056,GO:0043111"
PAN3,PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29991],ENSG00000152520,ENSP00000370345,"GO:0005515,GO:0005524,GO:0046872,GO:0004672,GO:0004535,GO:0016772,GO:0005829,GO:0000932,GO:0005813,GO:0031251,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000289,GO:0010606,GO:0006468,GO:0006605,GO:0000290,GO:0000184"
RPL29,ribosomal protein L29 [Source:HGNC Symbol;Acc:10331],ENSG00000162244,ENSP00000420673,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003723,GO:0008201,GO:0005829,GO:0022625,GO:0007566,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
DCPS,"decapping enzyme, scavenger [Source:HGNC Symbol;Acc:29812]",ENSG00000110063,ENSP00000263579,"GO:0005515,GO:0003824,GO:0016787,GO:0000340,GO:0050072,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0045292,GO:0000290,GO:0043069,GO:0043928,GO:0036245"
MRP63,mitochondrial ribosomal protein 63 [Source:HGNC Symbol;Acc:14514],ENSG00000173141,ENSP00000310726,"GO:0003735,GO:0005739,GO:0005761,GO:0006412"
MRPL27,mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:14483],ENSG00000108826,ENSP00000388915,"GO:0003735,GO:0005739,GO:0005622,GO:0005840,GO:0006412,GO:0005762"
POLR2H,polymerase (RNA) II (DNA directed) polypeptide H [Source:HGNC Symbol;Acc:9195],ENSG00000163882,ENSP00000392913,"GO:0008270,GO:0003677,GO:0001055,GO:0003899,GO:0001056,GO:0001054,GO:0005634,GO:0005737,GO:0005829,GO:0005654,GO:0005665,GO:0005736,GO:0005666,GO:0006351,GO:0045087,GO:0006366,GO:0006289,GO:0006281,GO:0016032,GO:0010467,GO:0006383,GO:0008380,GO:0000398,GO:0006367,GO:0006368,GO:0006360,GO:0006370,GO:0006361,GO:0032481,GO:0006283,GO:0050434,GO:0006385,GO:0006386,GO:0006362,GO:0006363"
ZNF239,zinc finger protein 239 [Source:HGNC Symbol;Acc:13031],ENSG00000196793,ENSP00000307774,"GO:0003723,GO:0046872,GO:0003677,GO:0005634,GO:0006351,GO:0006355"
XRN1,5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:30654],ENSG00000114127,ENSP00000418404,"GO:0003676,GO:0004527,GO:0005622,GO:0000932,GO:0003723,GO:0005515,GO:0003677,GO:0008409,GO:0005886,GO:0005737,GO:0005829,GO:0005794,GO:0045111,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0016075,GO:0043928,GO:0071044,GO:0071028,GO:0000956"
ZFR,zinc finger RNA binding protein [Source:HGNC Symbol;Acc:17277],ENSG00000056097,ENSP00000265069,"GO:0003723,GO:0005515,GO:0008270,GO:0003676,GO:0003677,GO:0005634,GO:0005737,GO:0005694,GO:0007275"
ZFR2,zinc finger RNA binding protein 2 [Source:HGNC Symbol;Acc:29189],ENSG00000105278,ENSP00000262961,"GO:0008270,GO:0003676"
AGFG1,ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:5175],ENSG00000173744,ENSP00000312059,"GO:0043231,GO:0005794,GO:0003723,GO:0005515,GO:0008270,GO:0003677,GO:0008060,GO:0005643,GO:0016023,GO:0030154,GO:0007275,GO:0007283,GO:0032312,GO:0006406,GO:0043025,GO:0042995,GO:0001675,GO:0045109,GO:0007289"
NSA2,NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30728],ENSG00000164346,ENSP00000296802,"GO:0005730,GO:0030529,GO:0006364"
DDX10,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 [Source:HGNC Symbol;Acc:2735],ENSG00000178105,ENSP00000432032,"GO:0003723,GO:0005524,GO:0003676,GO:0008026,GO:0004386,GO:0003724"
TBL3,transducin (beta)-like 3 [Source:HGNC Symbol;Acc:11587],ENSG00000183751,ENSP00000454836,"GO:0005515,GO:0032040,GO:0006364,GO:0005057,GO:0005634,GO:0005730,GO:0007199"
INTS2,integrator complex subunit 2 [Source:HGNC Symbol;Acc:29241],ENSG00000108506,ENSP00000414237,"GO:0032039,GO:0016180,GO:0005515,GO:0016021,GO:0005622,GO:0031965"
YBX1,Y box binding protein 1 [Source:HGNC Symbol;Acc:8014],ENSG00000065978,ENSP00000361626,"GO:0003676,GO:0003677,GO:0006355,GO:0005737,GO:0043231,GO:0005515,GO:0003723,GO:0003700,GO:0003690,GO:0003697,GO:0005634,GO:0071204,GO:0005654,GO:0030529,GO:0070062,GO:0010494,GO:0005689,GO:0070937,GO:0000122,GO:0006366,GO:0045892,GO:0051781,GO:0010467,GO:0008380,GO:0001701,GO:0000398,GO:0070934,GO:0051154"
YBX2,Y box binding protein 2 [Source:HGNC Symbol;Acc:17948],ENSG00000006047,ENSP00000007699,"GO:0003729,GO:0003676,GO:0003677,GO:0008289,GO:0003682,GO:0043021,GO:0003730,GO:0045182,GO:0030529,GO:0005634,GO:0005737,GO:0005844,GO:0048477,GO:0006366,GO:0007283,GO:0006355,GO:0007286,GO:0048599,GO:0017148,GO:0048255,GO:0051100,GO:0009386"
YBX3,cold shock domain protein A [Source:HGNC Symbol;Acc:2428],ENSG00000060138,ENSP00000228251,"GO:0005515,GO:0003730,GO:0003700,GO:0003714,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0017048,GO:0030529,GO:0005634,GO:0005737,GO:0005923,GO:0048471,GO:0005844,GO:0000122,GO:0006351,GO:0043066,GO:0007283,GO:0009566,GO:0006355,GO:0008584,GO:0001701,GO:0071356,GO:0009409,GO:0048642,GO:0046622,GO:0071474,GO:1902219,GO:0060547,GO:0070935,GO:2000767"
SURF6,surfeit 6 [Source:HGNC Symbol;Acc:11478],ENSG00000261306,ENSP00000457813,"GO:0003723,GO:0003677,GO:0005730,GO:0005654,GO:0001652,GO:0042254"
THOC6,THO complex 6 homolog (Drosophila) [Source:HGNC Symbol;Acc:28369],ENSG00000131652,ENSP00000326531,"GO:0003723,GO:0005515,GO:0005634,GO:0016607,GO:0000346,GO:0000347,GO:0000445,GO:0006915,GO:0043066,GO:0006397,GO:0008380,GO:0007417,GO:0006406,GO:0046784"
